Date Of Stop,Time Of Stop,SubAgency,Description,Location,Accident,Belts,Personal Injury,Property Damage,Commercial License,Commercial Vehicle,Alcohol,State,Year,Make,Model,Color,Violation Type,Charge,Contributed To Accident,Race,Gender,Driver State,DL State,Arrest Type
11/26/2016,00:51:00,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E GUDE DRIVE @ SOUTHLAWN LA,No,No,No,No,No,No,No,MD,2011.0,LIINCOLN,MK Z,MAROON,Warning,21-201(a1),No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,00:51:00,"1st district, Rockville",DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DRIVE @ SOUTHLAWN LA,No,No,No,No,No,No,No,MD,2011.0,LIINCOLN,MK Z,MAROON,Warning,21-204(c),No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,00:51:00,"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DRIVE @ SOUTHLAWN LA,No,No,No,No,No,No,No,MD,2011.0,LIINCOLN,MK Z,MAROON,Warning,21-204(d),No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,21:10:00,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,CLOPPER RD/METROPOLITAN GROVE RD,No,No,No,No,No,No,No,VA,2002.0,SATURN,L200,RED,Warning,23-104,No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,04:38:00,"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,I 495 OL  /  OLD GEORGETOWN RD,No,No,No,No,No,No,No,NH,2011.0,HYUNDAI,SONATA,GRAY,Warning,22-226(a),No,BLACK,F,MD,FL,A - Marked Patrol
11/26/2016,09:00:00,"1st district, Rockville",DRIVER FAILURE TO STOP AT STOP SIGN LINE,JONES LANE AT FALCONBRIDGE DRIVE,No,No,No,No,No,No,No,MD,2000.0,JAGUAR,4DR,SILVER,Warning,21-707(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,09:00:00,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,JONES LANE AT FALCONBRIDGE DRIVE,No,No,No,No,No,No,No,MD,2000.0,JAGUAR,4DR,SILVER,Warning,21-801.1,No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,09:00:00,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,JONES LANE AT FALCONBRIDGE DRIVE,No,No,No,No,No,No,No,MD,2000.0,JAGUAR,4DR,SILVER,Warning,13-409(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,13:42:00,"1st district, Rockville",DRIVER FAILURE TO STOP AT STOP SIGN LINE,NOLAN DRIVE AT YEARLING DRIVE,No,No,No,No,No,No,No,MD,1997.0,MAZDA,MIATA,RED,Warning,21-707(a),No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,14:12:00,"1st district, Rockville",DRIVER FAILURE TO STOP AT STOP SIGN LINE,NOLAN DRIVE AT YEARLING DRIVE,No,No,No,No,No,No,No,MD,2014.0,ACUR,TK,BLACK,Warning,21-707(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,14:12:00,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,NOLAN DRIVE AT YEARLING DRIVE,No,No,No,No,No,No,No,MD,2014.0,ACUR,TK,BLACK,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,21:43:00,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RUSSELL @ MONTGOMERY VILLAGE,No,No,No,No,No,No,No,MD,2004.0,NISS,MURANO,WHITE,Warning,21-201(a1),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,21:54:00,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,355 @ WATKINS MILL,No,No,No,No,No,No,No,MD,1998.0,HINDA,CIVIC,RED,Warning,13-409(b),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,09:07:00,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,DARNESTOWN RD / TRAVILAH RD,No,No,No,No,No,No,No,MD,2014.0,TOYOTA,COROLLA,BLACK,Warning,16-116(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,09:07:00,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,DARNESTOWN RD / TRAVILAH RD,No,No,No,No,No,No,No,MD,2014.0,TOYOTA,COROLLA,BLACK,Warning,13-411(f),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,10:11:00,"6th district, Gaithersburg / Montgomery Village",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,W. DEER PARK RD / SUMMIT HALL RD,No,No,No,No,No,No,No,MD,2000.0,TOYOTA,2S,BLACK,Warning,13-411(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,10:11:00,"6th district, Gaithersburg / Montgomery Village",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,W. DEER PARK RD / SUMMIT HALL RD,No,No,No,No,No,No,No,MD,2000.0,TOYOTA,2S,BLACK,Warning,16-116(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:01:00,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ELGIN RD/FISHER AVE,No,No,No,No,No,No,No,MD,2008.0,CHEV,COBALT,SILVER,Warning,16-112(c),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:12:00,"1st district, Rockville",OWNER KNOWINGLY PERMITTING MOTOR VEH. TO BE DRIVEN ON HWY. BY UNAUTHORIZED PERSON,ELGIN RD/FISHER AVE,No,No,No,No,No,No,No,MD,2008.0,CHEV,COBALT,SILVER,Warning,16-305(a),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,19:27:00,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,WHITES FERRY RD/COBB AV,No,No,No,No,No,No,No,MD,2009.0,SATU,AURA,SILVER,Warning,16-116(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:27:00,"1st district, Rockville",LICENSEE FAILURE TO APPLY FOR DUP. LIC. WHEN LIC. MUTILATED,WHITES FERRY RD/COBB AV,No,No,No,No,No,No,No,MD,2009.0,SATU,AURA,SILVER,Warning,16-114(b),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:55:00,"1st district, Rockville",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,FISHER AVE/CATTAIL RD,No,No,No,No,No,No,No,DE,2013.0,KIA,OPTIMA,WHITE,Warning,22-226(a),No,BLACK,M,MD,MD,A - Marked Patrol
11/25/2016,22:57:00,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,EDOMONSTON AND GRANDIN,No,No,No,No,No,No,No,MD,2009.0,CHEVY,SILVERADO,WHITE,Warning,21-801(a),No,WHITE,M,VA,MD,A - Marked Patrol
11/26/2016,02:25:00,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ODENDHAL AND CONTOUR,No,No,No,No,No,No,No,MD,2002.0,VOLK,JETTA,SILVER,Warning,21-201(a1),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,14:12:00,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,ASPEN HILL RD @ CONNECTICUT AVE,No,No,No,No,No,No,No,MD,2008.0,HONDA,4S,ORANGE,Warning,21-402(a),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,10:48:00,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,700 BLOCK EAST GUDE DR,No,No,No,No,No,No,No,MD,2002.0,CHEV,TK,BLUE,Warning,21-801.1,No,OTHER,M,MD,MD,A - Marked Patrol
11/26/2016,01:02:00,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",CORDELL AVE / OLD GEORGETOWN RD,No,Yes,No,No,No,No,No,MD,2010.0,TOYT,4S PRIUS,BLACK,Warning,22-201.1,No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,02:41:00,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,OLD GEORGETOWN RD / GLENWOOD RD,No,Yes,No,No,No,No,No,MD,2016.0,SUBA,SW,GRAY,Warning,21-801(a),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,02:52:00,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",AUBURN AVE / OLD GEORGTOWN RD,No,Yes,No,No,No,No,No,MD,2007.0,TOYT,TK RAV4,SILVER,Warning,22-201.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,18:43:00,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.,MD 355 / CEDAR LA,No,Yes,No,No,No,No,No,MD,2013.0,TOYT,4S COROLLA,"BLUE, DARK",Warning,22-209(b),No,ASIAN,F,MD,MD,A - Marked Patrol
11/26/2016,19:00:00,"6th district, Gaithersburg / Montgomery Village",RT. TURN FROM IMPROPER ROAD POSITION,CORDELL AVE / WOODMONT AVE,No,Yes,No,No,No,No,No,MD,2011.0,BMW,4D 328I,BLACK,Warning,21-601(a),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,19:06:00,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WOODMONT AVE / RUGBY AVE,No,No,No,No,No,No,No,MD,2002.0,MITS,4S LANCER,SILVER,Warning,22-201.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:23:00,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",MD 355 / MIDDLETON LA,No,Yes,No,No,No,No,No,MD,2009.0,HOND,TK CRV,BLACK,Warning,22-201.1,No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,19:34:00,"6th district, Gaithersburg / Montgomery Village",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,MD 355 / LELAND ST,No,Yes,No,No,No,No,No,MD,2007.0,BMW,TK,SILVER,Warning,21-401,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:44:00,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",MD 355 / MONTGOMERY AVE,No,Yes,No,No,No,No,No,MD,2012.0,HOND,TK CRV,WHITE,Warning,22-201.1,No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,20:18:00,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",ST. ELMO AVE / NORFOLK AVE,No,Yes,No,No,No,No,No,MD,2015.0,HOND,4S CIVIC,GRAY,Warning,22-201.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,21:28:00,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,WILSON LA / OLD GEORGETOWN RD,No,Yes,No,No,No,No,No,OH,2004.0,TOYT,4S COROLLA,GRAY,Warning,22-204(f),No,WHITE,M,OH,OH,A - Marked Patrol
11/26/2016,21:46:00,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO REDUCE LIGHT DISTRIBUTION WHEN WITHIN 300 FEET OF APPROACHING VEH. FROM REAR,OLD GEORGETOWN RD / CHESHIRE DR,No,Yes,No,No,No,No,No,MD,2015.0,HOND,4D FIT,SILVER,Warning,22-223(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,22:18:00,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,ELKIN ST / PRICE AVE,No,Yes,No,No,No,No,No,MD,2000.0,HOND,4D ACCORD,GOLD,Warning,21-707(a),No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,20:25:00,"4th district, Wheaton","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",UNIVERSITY BLVD @ SLIGO CREEK PARKWAY,No,No,No,No,No,No,No,MD,2003.0,SUBARU,SW,GRAY,Warning,21-405(e1),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,21:12:00,"4th district, Wheaton",FAILURE OF DR. TO SLOW TO REASONABLE & PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH,VEIRS MILL ROAD @ GALT AVENUE,No,No,No,No,No,No,No,MD,1997.0,HONDA,4S,GREEN,Warning,21-405(e2),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,10:33:00,"5th district, Germantown",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,FAHTER HURLERY BLVD @ CRYSTAL ROCK DR,No,No,No,No,No,No,No,MD,2016.0,FORD,F250,GRAY,Warning,21-1124.2(d2),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,10:33:00,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FAHTER HURLERY BLVD @ CRYSTAL ROCK DR,No,No,No,No,No,No,No,MD,2016.0,FORD,F250,GRAY,Warning,13-409(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:09:00,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,REEDIE DR. @ GEORGIA AVE.,No,No,No,No,No,No,No,MD,1993.0,CADI,4S,MAROON,Warning,21-402(a),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,00:12:00,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,VEIRS MILL RD @  PARKLAWN PARK,No,No,No,No,No,No,No,MD,2012.0,AUDI,A4,WHITE,Warning,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,18:45:00,Headquarters and Special Operations,UNSAFE BACKING OF MOTOR VEH.,ENNALLS AVE @ GRANDVIEW AVE,No,No,No,No,No,No,No,MD,2003.0,FORD,TK,WHITE,Warning,21-1102(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,22:38:00,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,DARNESTOWN RD @ W. MONTGOMERY,No,No,No,No,No,No,No,MD,2005.0,TOYOTA,VAN,RED,Warning,13-401(h),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,21:56:00,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,N/B RT. 355 AT BROOKS AVE.,No,No,No,No,No,No,No,MD,2013.0,HYUNDAI,SEDAN,RED,Warning,13-401(h),No,WHITE,F,MD,MD,A - Marked Patrol
11/25/2016,23:58:00,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,MID COUNTY HWY / SHADY GROVE RD,No,No,No,No,Yes,No,No,MD,2015.0,HYUNDAI,ELANTRA,WHITE,Warning,21-202(i1),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,00:46:00,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,N/B RT 355 / MONTGOMERY VILLAGE AVE,No,No,No,No,No,No,No,MD,2000.0,TOYOTA,CAMRY,WHITE,Warning,13-409(b),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,00:46:00,"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,N/B RT 355 / MONTGOMERY VILLAGE AVE,No,No,No,No,No,No,No,MD,2000.0,TOYOTA,CAMRY,WHITE,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,01:05:00,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",SAM EIG WHY / I270,No,No,No,No,No,No,No,MD,2010.0,FORD,FUSION,BLACK,Warning,22-201.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,01:05:00,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,SAM EIG WHY / I270,No,No,No,No,No,No,No,MD,2010.0,FORD,FUSION,BLACK,Warning,21-902(b1),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,22:06:00,"6th district, Gaithersburg / Montgomery Village",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,ODENHAL RD / N. SUMMIT AVE,No,No,No,No,No,No,No,MD,2009.0,HOND,ACCORD,GRAY,Warning,13-411(c1),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,13:54:00,"4th district, Wheaton",WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT,UNIVERITY BLVD W/GEORGIA AVE,No,No,No,No,No,No,No,MD,2016.0,TOYOTA,COROLLA,BLACK,Warning,21-804(a),No,OTHER,M,MD,MD,A - Marked Patrol
11/26/2016,00:59:00,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,495 AT 29,No,No,No,No,No,No,No,MD,2006.0,PONT,4S,GREEN,Warning,21-801(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,16:53:00,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,270 / GERMANTOWN RD,No,No,No,No,No,No,No,PA,2010.0,VOLK,GOLF,SILVER,Warning,16-112(c),No,WHITE,F,PA,PA,A - Marked Patrol
11/26/2016,16:53:00,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,270 / GERMANTOWN RD,No,No,No,No,No,No,No,PA,2010.0,VOLK,GOLF,SILVER,Warning,21-1124.2(d2),No,WHITE,F,PA,PA,A - Marked Patrol
11/26/2016,00:09:00,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,APRIL LANE @ STEWART LANE,No,No,No,No,No,No,No,MD,2015.0,JEEP,WRANGLER,WHITE,Warning,21-707(a),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,09:41:00,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,UNIVERSITY BLVD E / E WAYNE AVE,No,No,No,No,No,No,No,MD,2011.0,TOYOTA,4 RUNNER,SILVER,Warning,21-1124.2(d2),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,12:03:00,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,PINEY BRANCH ROAD / UNIVERSITY BLVD E,No,No,No,No,No,No,No,MD,2010.0,LEXUS,RX350,BLACK,Warning,21-202(i1),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,08:46:00,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NEW HAMPSHIRE AVE@ LOCKWOOD DR,No,No,No,No,No,No,No,PA,2013.0,NISSAN,MAXIMA,RED,Warning,21-201(a1),No,BLACK,M,PA,PA,A - Marked Patrol
11/26/2016,16:53:00,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,WHITES FERRY RD / MORROW RD,No,No,No,No,No,No,No,CA,2010.0,LEXUS,RX350,SILVER,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,16:53:00,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 59 IN 40,WHITES FERRY RD / MORROW RD,No,No,No,No,No,No,No,CA,2010.0,LEXUS,RX350,SILVER,Warning,21-801(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,17:12:00,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 58 IN 40,WHITES FERRY RD / MORROW RD,No,No,No,No,No,No,No,MD,2008.0,TOYT,HIGHLANDER,SILVER,Warning,21-801(a),No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,17:12:00,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,WHITES FERRY RD / MORROW RD,No,No,No,No,No,No,No,MD,2008.0,TOYT,HIGHLANDER,SILVER,Warning,21-801.1,No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,17:12:00,"1st district, Rockville","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",WHITES FERRY RD / MORROW RD,No,No,No,No,No,No,No,MD,2008.0,TOYT,HIGHLANDER,SILVER,Warning,21-901.1(b),No,ASIAN,M,MD,MD,A - Marked Patrol
11/25/2016,23:39:00,"2nd district, Bethesda",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,OLD GEORGETOWN RD AT NORTH BROOK LN,No,No,No,No,No,No,No,MD,2017.0,MERZ,SL550,SILVER,Warning,21-301(a),No,WHITE,M,CA,CA,A - Marked Patrol
11/26/2016,00:12:00,"2nd district, Bethesda",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,ARLINGTON RD AT BETHESDA AVE,No,No,No,No,No,No,No,MD,2011.0,LEXUS,4S,BLUE,Warning,21-301(a),No,ASIAN,F,MD,MD,A - Marked Patrol
11/26/2016,00:31:00,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OLD GEORGETOWN RD AT LINCOLN ST,No,No,No,No,No,No,No,VA,2004.0,NISS,SENTRA,GOLD,Warning,21-201(a1),No,OTHER,M,VA,VA,A - Marked Patrol
11/26/2016,00:59:00,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WOODMONT AVE AT BATTERY LN,No,No,No,No,No,No,No,MD,2010.0,HOND,VN,SILVER,Warning,22-201.1,No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,01:12:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45,OLD GEORGETOWN RD AT HUNTINGTON PKW,No,No,No,No,No,No,No,MD,2009.0,MAZD,4S,BLUE,Warning,21-801(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,01:31:00,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH,ROCKVILLE PIKE AT JONES BRIDGE RD,No,No,No,No,No,No,No,MD,2012.0,HONDA,ACCORD,BLUE,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,04:02:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 35,ROCKVILLE PIKE AT JONES BRIDGE RD,No,No,No,No,No,No,No,MD,2011.0,CHEVY,4S,WHITE,Warning,21-801(a),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,04:23:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 35MPH,ROCKVILLE PIKE AT JONES BRIDGE RD,No,No,No,No,No,No,No,MD,2004.0,HONDA,CIVIC,BLACK,Warning,21-801(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:09:00,"4th district, Wheaton","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",355 / FULKS CORNER,No,No,No,No,No,No,No,MD,2005.0,NISSAN,MAXIMA,BLACK,Warning,22-204(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:16:00,"4th district, Wheaton","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",DIAMOND / CEDAR,No,No,No,No,No,No,No,MD,2001.0,HONDA,CIVIC,SILVER,Warning,22-204(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:47:00,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,28 / MUDDY BRANCH,No,No,No,No,No,No,No,MD,2010.0,HYUNDAI,GENESIS,BLACK,Warning,21-801.1,No,ASIAN,M,MD,MD,A - Marked Patrol
11/25/2016,23:47:00,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60,28 / MUDDY BRANCH,No,No,No,No,No,No,No,MD,2010.0,HYUNDAI,GENESIS,BLACK,Warning,21-801(a),No,ASIAN,M,MD,MD,A - Marked Patrol
11/25/2016,23:47:00,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,28 / MUDDY BRANCH,No,No,No,No,No,No,No,MD,2010.0,HYUNDAI,GENESIS,BLACK,Warning,21-707(a),No,ASIAN,M,MD,MD,A - Marked Patrol
11/25/2016,23:47:00,"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL,28 / MUDDY BRANCH,No,No,No,No,No,No,No,MD,2010.0,HYUNDAI,GENESIS,BLACK,Warning,21-202(h1),No,ASIAN,M,MD,MD,A - Marked Patrol
11/26/2016,00:13:00,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MVA / MIDCOUNTY,No,No,No,No,No,No,No,MD,2010.0,FORD,FOCUS,SILVER,Warning,21-801.1,No,ASIAN,F,MD,MD,A - Marked Patrol
